"hgnc_symbol","BF_in_ptv","BF_in_misb","BF_in_misa","BF_cc_ptv","BF_cc_misb","BF_cc_misa","BF_dn_ptv","BF_dn_misb","BF_dn_misa"
"DNAJC10",0.359657038696275,1,1,0.188731197333443,1,1,1.51669694086255,1,1
"DNAJC12",1,1,1,1,1,1,1,1,1
"DNAJC13",0.0847860212283611,1,0.610169747629722,0.356487294214962,1,1.00005687093359,1,1,1
"DNAJC17",1.13368000643108,1,0.883910173667475,1,1,1,1,1,1
"DNAJC19",1,1,1,1,1,1,1,1,1
"DNAJC2",0.262314842387243,1,0.74276166377809,10.5823995909897,1,1,3.52295540016055,1,1
"DNAJC21",0.689617099149199,1,1,0.666382994874199,1,1,1,1,1
"DNAJC3",0.733703722036246,1,0.909255714165805,3.40724433008286,1,1.05289648861903,1,1,1
"DNAJC30",1,1,0.879419916543887,1,1,0.942812577764356,1,1,1
"DNAJC5",1,1,0.988195530972254,1,1,1.13129878300222,3.52268322068733,1,1.24416577247129
"DNAJC6",0.382420191091379,1,0.610827069772136,0.521415014453651,1,1.10792587822081,1,1,1
"DNAL1",0.861786364663698,1,1.03192295418972,0.932474433330667,1,0.983182442729459,1,1,1
"DNASE1",1,1,1,1,1,1,1,1,1
"DNASE1L3",0.998378728753829,1,1,1,1,1,1,1,1
"DND1",1,1,0.771287371841488,1,1,0.97639654571168,1,1,1
"DNHD1",0.00104350224444274,1,1,5.64092321536632,1,1,1,1,1.60095600639332
"DNM1",0.322585707751596,0.111661774160419,0.507417222135348,0.526278451150732,2.64584436112285,0.965664875313886,1,67.9682774450368,1
"DNM1L",1,0.545907993159781,0.666208076984373,0.650307303216019,0.817871616218741,1.08509771767254,2.17166968421072,1,1
"DNM2",0.611574683558537,0.336849583833798,0.399925007950031,1,0.769154392633464,0.996746505938752,1,71.7945871439057,1
"DNMBP",0.719673922352069,1,1,0.366202465641808,1,1,1.08444140774088,1,1
"DNMT1",0.174706645175417,0.0985638008491756,0.289319086447747,1,1.92831077648599,0.922428258281684,1,4.23068882428901,1.04604800974625
"DNMT3A",1,0.345301757812212,0.389906968146243,1,0.704156829903535,0.957467323497633,2.85894291707195,4.90513487169649,8678339105.14044
"DNMT3B",0.164830236993231,0.0409469590239465,0.505601618083866,1,0.827583472725096,0.958108177525567,1,5.43299024495664,1
"DNMT3L",1,1,1,1,1,1,1,1,1
"DNPH1",1,1,0.806940779715112,1,1,0.966137320429331,1,1,1
"DOCK10",0.0436740064519202,1,1,0.326825103006578,1,1,1.45224918487481,1,1
"DOCK2",0.103358777349679,1,0.216733917494073,0.508226105462025,1,1.09942437804155,1,1,1
"DOCK4",0.0544189248431097,1,0.35976968492127,0.868531294185486,1,1.06700271906406,1,1,1
"DOCK6",0.195975229696184,1,1,0.92937379860556,1,1,3.32187895210057,1,1
"DOCK7",0.0513398966453813,1,0.365201012265344,1.54369187007445,1,0.999313153826363,1,1,1
"DOCK8",0.00724176742095764,1,1,0.254934481739701,1,1,6.82943588570827,1,1
"DOHH",1.00867482498082,1,0.813706079038629,1.04423603909925,1,1.04496756809903,1,1,1
"DOK6",0.668523992338581,1,0.893535573162142,0.725823648172247,1,1.00988221810213,1,1,1
"DOK7",0.868278380641997,1,1,1,1,1,1,1,1
"DOLK",0.862633654083593,1,0.551199310311391,1.1720508702279,1,1.09267515266862,1,1,1
"DPAGT1",0.97666235807322,1,0.920776929144465,1,1,1.00366169741588,1,1,1.11273275204452
"DPCD",1,1,0.91561342896597,1.00556922355149,1,0.981855678207983,1,1,1
"DPF2",0.410984679587804,0.380447074827549,0.748724471599927,1,1.14129532035616,0.963415905577695,1,1,1
"DPH1",1,1,1,1,1,1,1,1,1
"DPH2",0.878048004691591,1,0.859897233312386,1,1,0.96133660323034,1,1,1
"DPH5",1,1,1,1,1,1,1,1,1
"DPM1",0.792903626016261,1,0.849903856718,0.990248428817315,1,0.986116519753913,1,1,1
"DPM2",1,0.537656991684405,1.00788748293004,0.98873069861594,1.35091154182032,1,1,1,1
"DPM3",1,1,1.0754044659207,1,1,1.01693737436838,1,1,1
"DPP10",0.442122040001278,1,1,1,1,1,1,1,1
"DPP4",0.299252333699419,1,1,0.673891735038815,1,1,1,1,1
"DPP6",0.29855214765087,1,0.443153729701587,2.41990968282844,1,1.03789546541388,2.53419963198921,1,1
"DPP9",0.615169055506046,0.18394765970469,0.701629097282994,1,2.04775806218135,1.03459929723199,1,1,1
"DPY19L4",0.766247263883219,1,1,0.91270116038051,1,1,1.01116998134455,1,1
"DPYD",0.686416113150031,1,1,1.27462904427426,1,1,1,1,1
"DPYSL5",1,0.103494069674201,0.605468206933958,1,0.816580972269219,1.22126114273228,1,1,1
"DRAM2",1.00738376141216,1,1,1,1,1,1,1,1
"DRC1",0.937469686275387,1,1,0.92792375280634,1,1,1,1,1
"DRD1",0.641945152674661,1,0.943257026622869,1,1,1.02293623838801,1,1,1.07145544445922
"DRD2",1,0.732763789237934,0.85656845108839,1,0.717274886741605,1.07724314126167,1,8.14589743184044,27.0385774611698
"DRD3",0.872124767388315,1,1.00182138042849,1.26128937325892,1,0.994186450260354,1,1,1
"DRD5",1,1,0.814024120305391,1,1,1.00710398508871,1,1,1
"DRG1",0.908238524153678,0.383885464889487,0.942547210654326,1.51119621800767,1,1.10385738004361,1,1,1
"DSC2",0.526661668362315,1,1,1,1,1,1,1,1
"DSCAM",0.0882026518020789,1,0.205457591685357,1.16897687814755,1,1.10117461969567,1890.7991765678,1,1
"DSCAML1",0.299007207539021,0.479249436913782,0.0471108475653837,0.419314184660105,1,1.02318528486345,17.1223289308969,1,1.87436345973198
"DSE",1,1,0.545333976527933,0.423633258056054,1,1.0243522463872,1,1,1
"DSEL",0.115211247403127,1,1,0.636168917141819,1,1,1,1,1
"DSG2",0.992108393921819,1,1,0.830282299441786,1,1,1,1,1
"DSG4",0.559950495929088,1,1,1.36038823919941,1,1,1,1,1
"DSP",0.0500204440150963,1,0.427450735523847,0.363299392825884,1,0.923114686324739,1,1,1
"DSPP",1,1,1,1,1,1,1,1,1
"DST",0.00752059035984022,1,0.100345164837666,0.104142717705622,1,1.11433559285553,1,1,1
"DSTYK",0.0474268851726553,1,0.456133994695308,0.578433898103657,1,1.42081395173047,1,1,1
"DTNA",0.369114283001698,1,0.657916909678086,1,1,1.04948033301461,1,1,1
"DTNBP1",0.847910443415365,1,1,1.10457079855599,1,1,1,1,1
"DTWD1",1,1,1,1,1,1,1,1,1
"DTYMK",1,1,0.988123623493378,1,1,0.970900829350368,1,1,1
"DUOX1",0.453820600446844,1,0.260380526814296,1.11995515100427,1,0.854632910418952,1,1,1
"DUOX2",1,1,0.562083938374387,1,1,0.940385268440545,1,1,1
"DUOXA1",0.939257308024245,1,0.740506105095488,1.06462163604897,1,1,1,1,1
"DUOXA2",1,1,1,1,1,1,1,1,1
"DUS1L",0.688575202121915,2.60336800382433,0.805255927060571,1.11000027156691,0.8383540301283,0.974464663743206,1,7.7755605107595,1
"DUSP19",1,1,1,1,1,1,1,1,1
"DUSP6",0.632724281168289,1,0.797848715514831,1,1,1.04164277391986,1,1,1
"DUT",0.998447604006612,0.555591216764847,0.971003346361513,1,1,1,1,1,1
"DVL1",0.775627666547128,1,1,1.29765409616053,1,1,1,1,1
"DVL2",0.443877529637444,1,1,1,1,1.05359489953677,1,1,1
"DVL3",0.648172326180342,0.400064226909567,0.259182029669337,1.50870764977404,1,1.28423435716547,3.04822425157262,1,1
"DYDC1",1,1,1,1,1,1,1,1,1
"DYDC2",1,1,1,1,1,1,1,1,1
"DYM",0.757748456120944,1,1,1.26900737229374,1,1,1,1,1
"DYNC1H1",0.0409366875056507,1.61934258982194e-05,0.0420925056928998,8.24842740520134,111.59018515247,3.14737220223288,16349.1867523602,100809511390343,1.43406021910464
"DYNC1I1",0.824400028713282,1,0.946561287149589,1.08232929181866,1,1.12473542170467,1,1,21.7074468642934
"DYNC2H1",0.00607552156409214,1,1,1.22163342060958,1,1,1,1,1
"DYNC2I1",0.476435385664353,1,1,1.21638575935284,1,1,1,1,1
"DYNC2I2",0.97656244225216,1,1,0.902635332550616,1,1,1,1,1
"DYNC2LI1",1,1,1,0.988408209662558,1,1,1,1,1
"DYRK1A",0.349352919235617,0.333469048816124,0.894276737464168,5.34813038661898,2.39998235427518,0.987703913430632,265793656706.232,1,1
"DYSF",0.196270195706245,1,1,1.02529533013468,1,1,1,1,1
"DYTN",1,1,1,1,1,1,1,1,1
"DZANK1",1,1,1,1,1,1,1,1,1
"E2F7",0.828900937438404,1,0.636979905496896,1.53575141058586,1,1.01590034981938,1,1,2.83389966613933
"EAF2",1,1,1,1,1,1,1,1,1
"EAPP",1,1,1,1,1,1,1,1,1
"EARS2",1.00483287196313,1,1,0.965472588006008,1,1,1,1,1
"EBF1",1,0.383157804597595,0.753390731822317,1,0.95517737532291,0.930959665110014,4.86513798008685,1,1
"EBF2",0.387268274161967,1,0.63409412950267,1,1,1.0048038267899,1,1,1
"EBF3",1,1.01739932548564,0.570160720567444,1.62671788590134,1.53071951313486,0.962834984944364,72.2943482926556,2079.7644444216,1
"EBNA1BP2",0.968551016292131,1,0.870987837965976,1,1,1.00836811524933,1,1,1
"ECEL1",0.365889413956834,0.711070688829649,0.490909893296931,0.744451903979762,1,1,1,1,1
"ECH1",1,1,1,1,1,1,1,1,1
"ECHDC1",1,1,1,1,1,1,1,1,1
"ECHDC3",1,1,1,1,1,1,1,1,1
"ECHS1",0.886245290053892,1,0.667031752526581,1,1,1.03398785115824,1,1,1
"EDAR",0.86265591265051,1,0.948944410750318,0.848227158364787,1,1.13804738865866,1.09196063774662,1,1
"EDC3",0.709702600820155,1,0.791874789184296,0.78042961276777,1,0.913467594835885,1,1,3.07939487294383
"EDEM3",0.523591107615303,1,1,1,1,1,1,1,1
"EDN1",1.19136191740139,1,1,1,1,1,1,1,1
"EDN3",1,1,1,1.12535974593923,1,1,1,1,1
"EDNRA",1,0.148996657164629,0.90976915050393,1,0.704324122940601,1.03293343212047,1,1,1.10359035427036
"EDNRB",0.851527535631907,1,0.622077380618781,1.42955155441908,1,1.06164671187618,1,1,1
"EDRF1",0.263485549366953,1,0.783924898934741,0.948151869353326,1,0.978670023577058,1,1,1
"EEA1",0.190492409432642,1,1,0.860731052601994,1,1,1,1,1
"EED",1,0.504898407763659,0.546943104833905,1,1.33856736110931,1.01822293417496,1,9.57782035140023,1
"EEF1A1",1,1.01855956571812,1,1,0.842335488201052,0.977275939528083,1,151.158052019569,1.04668284643358
"EEF1A2",1,0.650270900560129,0.672048387831501,1,0.966586776254118,0.917701424244635,1,110.664990253432,1
"EEF1D",0.77537686156298,1,1,1,1,1,1,1,1
"EEF1E1",0.961137674938341,1,0.968930244443913,0.921699245933419,1,1,1,1,1
"EEF2",1,1,1,1.58176946057646,1,1,4.69388220025253,1,1
"EEF2KMT",1,1,1,1,1,1,1,1,1
"EEPD1",0.803470680741851,1,0.679181402143575,2.21818700730866,1,1.06350238866383,1,1,1
"EFCAB13",1,1,1,1,1,1,1,1,1
"EFEMP1",1,1,0.41890204436016,0.644757983368246,1,1.02177043587772,1,1,1
"EFEMP2",0.922845372430189,1,0.763446017059624,0.747896930807666,1,1.09208510553668,1,1,1
"EFHC1",1,1,1,1,1,1,1,1,1
"EFL1",0.460756138917744,1,0.725437738930801,1.22308788458891,0.830529456697407,1.05859899796336,1,1,1
"EFNA5",0.766381874635254,1,0.677349516761442,1,1,1.00608007907731,1,1,1
"EFNB3",0.86771961978809,1,0.805589210964252,1.44418667860001,1,1.01261932913888,1,1,1.10359035427036
"EFR3A",0.4238609199809,1,1,1.21735247707661,1,1,1,1,1
"EFTUD2",1,0.255692575342527,0.760914979456869,1,2.75889654541915,1.12251668389694,52.577680276352,1,1
"EGFLAM",0.796897583801927,1,1,1.23087465394557,1,1,1,1,1
"EGFR",1,1,0.345096846678836,1.3414868702406,1,1.0825286581803,1,1,1
"EGLN3",0.932675739575334,0.286869692721411,0.846194177401998,1.07599157441632,1.34208649958712,1.03092070728334,1,1,1
"EGR2",0.987821585846892,0.131815032159907,0.512589491441954,1,0.381809013880991,1.23556723600609,1,1,1
"EGR3",0.68542220545237,1,1,1,1,1,1,1,1
"EHHADH",0.720586291176451,1,1,0.944288052098361,1,1,1,1,1
"EHMT1",0.244886261620917,0.450235167601351,0.311624262910638,4.96418301988106,0.802145126703592,0.963916281283671,3979560.01150549,3.37012269370895,1
"EIF2AK2",0.620847730231011,1,0.864302693121936,0.681218588629213,1,0.963473728130025,2.40119675562137,1,1
"EIF2AK3",0.419566612365458,0.39312040890313,0.814559886821087,0.873797091918408,1,1.15962767142649,1,1,1
"EIF2B1",1.08349393774079,0.5032036707541,0.959869388199063,1,1,0.999918984548986,1,1,1.20581685512231
"EIF2B2",1,1,0.768894192835784,1,1,0.966128705349607,1,1,1
"EIF2B3",1,1,1,0.66162501137813,1,1,1,1,1
"EIF2B4",0.317567966278795,1,0.73627908958996,0.595144021170963,1,1.00690773352808,1,1,1
"EIF2B5",0.566737492448799,1,0.832132953448953,1.2615242041023,1,1.04108644734062,1,1,1
"EIF2D",0.908038095499687,1,0.722882332367688,0.834050271119142,1,1.09405316938134,1,1,1
"EIF3B",0.755548048074672,0.0546200406685012,0.623774361581987,1,0.603411309594204,0.976859601271862,1,7.66737786728548,1
"EIF3F",0.889213844814796,1,0.921894121037105,1,1,0.977921331664339,1,1,1.0771414870177
"EIF3M",1,0.79389683308163,0.58630781997863,1,1.14612706217097,0.971122280738071,1,1,1
"EIF4A2",1,1.04728184943286,0.92698017097944,1.68241347199604,3.3281858972908,1.16214282980458,1,1,1
"EIF4B",1,1.11043917193825,0.649164317680524,1,0.967350342186635,1.09005515877024,1,1,1
"EIF4ENIF1",0.438411207080827,0.113763310135659,0.69725941637709,1,1,1.11325483579595,1,1,1
"EIF4G1",0.194295978331179,0.320244874661503,0.139300913233105,1,1.08191708993782,1.0167270237785,1,1,4.31479357317827
"EIF4H",0.918595544545492,1.06731823035804,0.810998102081499,0.877022320979976,1,1.06487236976095,1,1,1
"EIF5A",0.748634221174782,1,1,1,1,1,1,11.5233807408903,1
"ELAC2",0.793145097093477,1,0.788049553143896,0.91076504458659,1,1,1,1,1
"ELANE",1,1,0.800443507002534,1,1,1.03088968720872,1,1,1
"ELAVL1",1,2.75793773037274,0.804557538969234,1,1.3212013186657,0.997359769756818,1,9.17716215035778,1.06863765975369
"ELAVL2",1,1,0.829428646215506,1,1,0.916267856128298,7.43873661559092,1,1.17132630026386
"ELAVL3",1,0.48452025199535,0.852234524491039,1,1.31781498761044,1.15476620437767,1,141.120060831423,1
"ELAVL4",0.723067898479006,1.45719413809563,0.68391279085173,1,1.54972293603193,1.22692891893019,1,9.75646037266158,1
"ELK4",0.982152226300247,1,1,1,1,1,1,1,1
"ELMO2",0.519938976167513,0.697418590411911,0.583104870507581,1.35589730243354,1,0.906308562585347,1,1,3.14115780954849
"ELMOD3",1,1,1,1,1,1,1,1,1
"ELN",0.5201920712247,1,1,1.17684588283185,1,1,1,1,1
"ELOVL1",1,0.681614719791195,0.974985047300342,1,1.14746277145089,1.02040078095614,1,1,6.20766033183272
"ELOVL4",1.30169792374151,1,0.864594799354282,1.93396697690103,1,0.966479487472621,1,1,1
"ELOVL5",0.653558627532849,1,0.688828838059195,0.631043419249652,1,1.04960621947486,1,1,1
"ELOVL7",0.588420383830709,1,1,1,1,1,1,1,1
"ELP1",0.515885716639218,1,1,4.83508478536008,1,1,1,1,1
"ELP4",0.934097539618392,1,1,0.925965084820741,1,1,1,1,1
"ELP5",1,1,1,1,1,1,1,1,1
"ELP6",1.0029293694158,1,0.593274312872641,0.932107770740782,1,1.04076479467424,1,1,1
"EMC1",0.732733619172169,1,0.424422373345642,0.847812111819162,1,1.09476911830908,1,1,1
"EMC10",1,1,1,1,1,1,1,1,1
"EML1",0.303725462420409,1,0.36140940879272,1.73628497877475,1.31837400246418,0.990728778757894,1,1,1
"EML3",0.360518582191955,0.357963258401605,0.435928996293424,0.513794004572164,0.824566544689958,1.07117972252987,1,1,1
"EML6",0.276804028336714,1,1,1,1,1,6.18663838763917,1,1
"EMSY",0.433378807629642,1,0.512154970070254,1,1,0.930334181505898,36.1282341927348,1,1
"EMX1",1.02930704404832,0.356913491227976,0.690649763675083,1,0.717628971333701,1.02447828046181,4.51981582032981,1,1
"EMX2",1,1,1,1,1,1,1,1,1
"ENAH",0.353307506725942,1,0.714264350297997,1,1,0.958105377537208,1,1,1
"ENG",0.335078150083051,1,0.760385846027345,1,1,1,1,1,1
"ENO2",1,1,0.677504044565752,1,1,1.08522154869378,1,1,1
"ENO3",0.999999999999999,1,1,1,1,1,1,1,1
"ENOX1",0.508321449324083,1.1277278313965,0.491610705787557,0.742813049739651,1,1.14139567095153,1,1,1
"ENPP1",0.497020314612274,1,0.754419172241669,0.388748748795736,1,0.969564376567416,1,1,1
"ENTPD1",0.897325407817968,1,1,1,1,1,1,1,1
"ENTPD2",1,1,1,1,1,1,36.8636470245372,1,1
"ENTPD5",0.235053515190671,1,1,1.82530150696199,1,1,1,1,1
"ENTR1",1,1,1,1,1,1,1,1,1
"EOGT",0.953670413414574,1,1,0.940406304217571,1,1,1,1,1
"EP300",0.115210203103244,1,1,0.394360470537314,1,1,1117.79506979119,1,1
"EPAS1",0.472776816579304,1,1,0.609855674525187,1,1,1,1,1
"EPB41L1",0.728606513637703,0.883573957082695,0.750419486679852,1.51455151355301,1.12197182887429,0.963814958573163,1,1,2.2553182074739
"EPB42",1.31801292004128,1,0.790034272428667,0.821193549098427,1,1,1,1,1
"EPCAM",1,1,1,1.00085799396494,1,1,1,1,1
"EPG5",0.310546297249556,1,1,0.319499483353438,1,1,1,1,1
"EPHA10",0.999999999999999,0.0919232247271978,0.500722206664756,1,1.28992632090825,0.934539536461224,1,1,1
"EPHA2",0.334216666128887,0.423753808380872,0.190066655919744,1.17116566595323,1,1.00733076423992,1,1,1
"EPHA6",1,1,0.543201980703301,0.573401394312022,1,0.957418398750458,1,1,1
"EPHA7",1,1,0.245457526949116,1,1,0.943947701405211,1,1,1
"EPHB2",0.45285952034136,0.768905693256048,0.393202988318028,1,1,1.04068066165873,4.44970421053743,1,1
"EPHB3",0.395506333763127,1,0.369780949770101,1.01923193899698,0.510839873200687,1.49875587932841,1,1,1
"EPHX1",1,1,1,0.98777191861858,1,1,1,1,1
"EPHX2",0.999999999999999,1,1,1,1,1,1,1,1
"EPM2A",1,1,0.739976025278788,1,1,1.04691355084938,1,1,1
"EPN1",0.792915988181759,1,0.585598323232822,0.634425359024592,1,0.946506108341499,1,1,1
"EPO",1.04446841153509,1,0.901600101371806,1,1,1.03648552606491,1,1,1
"EPRS1",0.254217903226796,0.586606457721968,0.470633635889426,0.325355623323065,1,0.973289852414364,1,1,1
"EPS15",0.429238406895342,1,1,0.631792401310102,1,1,1,1,1
"EPS15L1",0.322836697616836,1,0.620809525154137,0.51977958842293,1,1.05947939142764,1,1,1
"EPS8",0.284978247425979,1,1,1.46329133543959,1,1,1,1,1
"EPS8L2",0.444697269478937,1,1,1,1,1,1,1,1
"EPS8L3",0.656449944350337,1,1,1.87813962171139,1,1,1,1,1
"ERAL1",0.981428764992716,1,0.894695219016071,1,1,1,1,1,1
"ERAP1",0.999999999999996,1,1,1.06457450371489,1,1,1,1,1
"ERBB2",0.679560604726908,0.114805564107792,0.481842276250102,0.921294822982352,0.93548962776291,1.04683197274107,1,1,1
"ERBB3",1.08768281487745,1,0.22779429075665,0.781995389853278,1,1.46705607686844,1,1,1
"ERBB4",0.176198976722867,1,0.510276822299324,1,1,1.0815089320452,1,1,1
"ERC2",0.516938458957236,1,0.445431783347172,1,1,1.0054643846065,1,1,1
"ERCC1",1,1,1,1,1,1,1,1,1
"ERCC2",0.980178064671807,1,0.719745299542782,0.902980028235056,1,1,1,1,1
"ERCC3",0.291739494882131,1,0.824138116893206,1.21606253585139,1,1.17792837768697,1,1,1
"ERCC4",0.856860387726093,1,1,0.886890856552569,1,1,1,1,1
"ERCC5",0.805639354307057,1,1,1.55370578164854,1,1,1,1,1
"ERCC6",0.603858917847859,1,0.695517960257106,3.68335297335556,1,1,1,1,1
"ERCC8",1,1,1,1,1,1,1,1,1
"ERF",0.532958447662882,0.692408527836032,0.68405961335258,1,0.835132956587197,0.993408096969927,5.39891131412847,1,1
"ERI1",0.988309752985664,1,1,1,1,1,1,1,1
"ERLIN1",0.826380526947118,0.699488520304664,0.877714484650475,0.719809301730973,1.53518370978531,1.10241729676434,1,1,1
"ERLIN2",0.952862717518198,0.296868363785839,0.986177978002889,0.877329814766672,0.979446711884268,1.09240958820008,1,1,5.92931383108115
"ERMARD",0.886077683270702,1,1,0.884008618175151,1,1,1,1,1
"ESAM",0.8878326560909,1,1,0.754176007150153,1,1,1,1,1
"ESCO2",1.06966685594862,1,1,0.865535097900957,1,1,1,1,1
"ESD",1,1,1,1,1,1,1,1,1
"ESPN",0.863470798801373,1,1,0.914422475142092,1,1,1,1,1
"ESPNL",0.655750020787969,1,1,1,1,1,1,1,1
"ESR1",0.742092838102185,1,0.765586986314852,1,1,0.979907200921636,1,1,1
"ESRP1",0.366430348970231,1,0.596486062405795,0.540080649515434,1,1.03976898977502,1,1,1
"ESRRB",0.495026612609758,1,0.594106374297081,1.35728169570468,1,0.893516601376516,1,1,1
"ESRRG",0.55263990842348,0.525012537503008,0.591232651275982,1.47072364595308,1.11418110563534,1.03702997686194,1,1,1
"ESS2",0.935169107421756,1,0.8943558738008,0.931760657893457,1,0.994132669489801,1,1,1
"ETFA",0.510175043387991,1,0.841069282686981,0.787462513182949,1,1.01997830658726,1,1,1
"ETFB",1.03713532667194,1,1,1,1,1,1.35881656989392,1,1
"ETFBKMT",1,1,1,1,1,1,1,1,1
"ETFDH",0.912521765164868,1,1,1.00991801859822,1,1,1,1,1
"ETHE1",1,1,0.564783312227423,1,1,1.14036164989157,1,1,1.17721455625178
"ETNK1",1,1,0.538642903772917,0.633911489835646,1,1.18880157801299,1,1,1
"ETS1",0.708759225792948,0.657728147722463,0.643656310221514,4.65964799528053,0.710559567911383,0.950542309212375,1,1,1
"ETV1",0.82451811596418,1,1,1,1,1,1,1,1
"ETV6",0.436975094419984,0.590354613346317,0.903170310611217,1,1,1.04176781285874,1,8.48890268661101,1
"EVC",0.977778968014511,1,1,1.36945657822968,1,1,1,1,1
"EVC2",0.933836930712233,1,1,0.883403902873632,1,1,1,1,1
"EXO5",1,1,1,1,1,1,1,1,1
"EXOC3",0.389609469409719,1,0.322096128753704,1,1,1.14398810781432,1,1,2.48223179651126
"EXOC5",1,1,0.688964404809187,2.99394590559472,1,0.995028037387274,1,1,1
"EXOC6",0.472130491005677,1,0.792170655375061,0.825940931008289,1,0.959837676373014,1.68463755142661,1,1
"EXOC8",0.471243622601611,1.25375122998758,0.683497684050219,1,1.32019710459728,0.856548164670783,1,1,1
"EXOSC1",1,1,0.797935642689882,1,1,0.981508067463312,1,1,1
"EXOSC2",0.994232755337396,1,1,1,1,1,1,1,1
"EXOSC3",1,1,1,1,1,1,1,1,1
"EXOSC5",1,1,0.903467094853498,1.01760232239453,1,1,1,1,1
"EXOSC8",1,1,1,1,1,1,1,1,1
"EXOSC9",1.00262746387031,1,1,1.014988184145,1,1,1,1,1
"EXT1",1,0.094533275923643,0.691071452266899,1,1.12952785415929,1.08835553249162,42.1565165692519,1,2.87793728586333
"EXT2",0.644230338696239,1,0.840174406979101,1,1,1.05555694846819,1,1,1
"EXTL3",0.727995323844705,0.744800455057353,0.666634505460702,0.505212195770163,1.51403990485711,0.899372877184642,1,1,1
"EYA1",0.64301395235713,1,0.824523072211561,1.52728099843869,1,0.975693600439821,1,1,1
"EYA2",0.449637730502188,0.0743762182184131,0.757703584908371,1,0.970123328594805,0.974523149422846,1,7.79805916568354,1
"EYA4",0.599061853094623,0.438487160451673,0.837312901233506,1,1.33316118952395,0.981446220865368,1,1,1
"EYS",0.557177651798279,1,1,1.37746024628859,1,1,1,1,1
"EZH2",1,0.315766356421595,0.64168803064854,1.53431698796658,1.30951633465145,0.936223755076385,1,1,3.11565614047426
"F11R",0.982417365290363,1,0.97353320424984,1,1,1,1,1,1
"F12",0.516122220084528,0.198720143399745,0.672217991356809,0.825057272980829,1,1,1,1,1
"F2",0.421889675033099,1,0.582049509242945,1.69163064735893,1,1.03715135339244,1,1,1
"F2R",0.988583194065596,1,0.597140350466122,0.783560645394677,1,1.05277011395276,1,1,1
"F2RL2",1,1,1,1,1,1,1,1,1
"F3",0.906172144268044,1,0.867020165923197,0.865324674226892,1,0.980148266786708,1,1,1
"FA2H",0.881371225849972,0.471233555463315,0.772711808955678,0.725741760861648,1,1,1,1,1
"FAAP100",0.539574997859869,1,0.535443551040041,1,1,0.984277564317623,1,1,1
"FAAP24",1,1,0.992045974952766,1,1,1.07245659687608,1,1,1
"FABP2",1,1,1,1,1,1,1,1,1
"FADD",1,0.515778394094101,0.697956847880708,1,1,0.985087269099725,1,1,1
"FADS2",0.585074731964894,0.261590720317134,0.376602420429227,0.585613648877607,1.12671101185221,0.936892717839021,1,1,1
"FAH",1,1,0.956154949611492,1,1,0.977569246771245,1,1,1
"FAM110C",1,0.606977780034677,0.590473582216957,1,1,0.993595835528705,1,1,1
"FAM111A",1,1,1,1,1,1,1,1,1
"FAM114A2",0.89580727326125,1,1,0.912363194842131,1,1,1,1,1
"FAM118A",0.951509071372786,1,0.942903120212578,1,1,1,1.00506238964318,1,1
"FAM120AOS",1,1,0.778010658586743,1,1,0.977921331664339,1,1,1
"FAM124B",1,1,1,1,1,1,1,1,1
"FAM131A",0.716762554455328,1,0.578049826139507,1.35087180323309,1,0.946446538178865,1,1,1
"FAM135A",0.25397485466775,1,0.733071295527781,1,1,1,1,1,1
"FAM151B",1,1,1,1,1,1,1,1,1
"FAM161A",0.991400808421603,1,1,1.0754161804,1,1,1,1,1
"FAM171B",0.731985162394799,1,0.818611634103425,1,1,1.01754789453278,1,1,1
"FAM177A1",1,1,1,1,1,1,1,1,1
"FAM184A",0.649809340217518,1,1,0.789328945925059,1,1,1,1,1
"FAM187B",1,1,1.02141886614679,1,1,1.0270639316412,1,1,1
"FAM20A",0.773045636494922,1,0.783168627313803,0.654558884771076,1,1,1,1,1
"FAM20C",0.761827786480467,1,0.858862201128467,1,1,0.96799452352021,1,1,1
"FAM219A",0.854975209336717,0.814771954348005,0.894224746732753,0.851187061821206,0.848259424216691,0.953464726190169,1,1,1
"FAM219B",1,1,0.847128854222552,1,1,0.930258797057154,1,1,1
"FAM50B",1,0.222788298650801,0.723918991443738,2.38665309694606,1.53981189685066,1.06145558023437,1,1,1
"FANCA",1,1,1,1,1,1,1,1,1
"FANCC",0.900779262211647,1,1,1.03847277535797,1,1,1,1,1
"FANCD2",0.447176670704036,1,1,0.866257564127495,1,1,1,1,1
"FANCD2OS",1,1,1,1,1,1,1,1,1
"FANCE",0.855026288808731,1,1,0.756948410284936,1,1,1.08371895344187,1,1
"FANCF",1,1,0.790604121367385,1,1,0.962029204903243,1,1,1
"FANCG",0.966053677448122,1,0.758831190394942,1.02509429250984,1,1.05980999710287,1,1,1
"FANCI",0.899098208080884,1,1,1.56939948842434,1,1,1,1,1
"FANCL",1,1,1,1,1,1,1,1,1
"FANCM",0.281638949421342,1,1,6.09771519977775,1,1,1,1,1
"FANK1",1,1,1,1.00084212693842,1,1,1,1,1
"FAR1",0.575275209994515,1.02065985933076,0.729358120130615,1,1,0.963358086495566,1,1,1
"FARP1",0.578451012541851,1,0.406662297135921,1.01606190895927,1,1.03144659355163,1.94191774612671,1,1
"FARS2",1,1,1,1.02176631398521,1,1,1,1,1
"FAS",1,1,1,1,1,1.03006404517153,1,1,1
"FASLG",0.826808892162275,1,1,1,1,1,1,1,1
